ASSEMBLY_STR,PDB_COMPLEX_ID,ASSEMBLY_NAME,ASSEMBLY_TYPE,ASSEMBLIES,NUM_ASSEMBLIES,NUM_COMPONENTS,MEDIAN_WT,MAX_WT
Q9FZN8_2,PDB-CPX-188676,"3,7-dimethylxanthine N-methyltransferase TCS1",homomeric,"6lyh_1,6lyh_2,6lyh_3,6lyh_4,6lyi_1",5,2,82.89,82.92
Q9G096_3,PDB-CPX-188680,BPP,homomeric,"2f0c_1,3d8m_1,3ejc_1,4hem_1,4hep_1,4ios_1,4ios_2",7,3,71.67,93.97
Q9GK12_2,PDB-CPX-188684,Peptidoglycan recognition protein 1,homomeric,"3c2x_1,3c2x_2,3cxa_2,4orv_1,4orv_2,4oug_1,4oug_2,4q8s_1,4q8s_2,5e0b_1,5e0b_2,6a89_1,6a89_2,7dy5_1,7dy5_2,7xfw_1,7xfw_2,7xfx_1,7xfx_2,7xfy_1,7xfy_2,7xu8_1,7xu8_2,9uge_1,9uge_2",25,2,38.47,39.04
Q9GK12_4,PDB-CPX-188685,Peptidoglycan recognition protein 1,homomeric,"2r2k_1,2r90_1,2z9n_1,3cg9_1,3cor_1,3cxa_1,3ng4_1,3nno_1,3nw3_1,3o4k_1,3ogx_1,3qj1_1,3qs0_1,3qv4_1,3rt4_1,3t2v_1,3t39_1,3tru_1,3uil_1,3umq_1,3usx_1,4fnn_1,4gf9_1,4opp_1,5e0a_1,5xgy_1,6idm_1",27,4,76.59,77.76
Q9GN60_2,PDB-CPX-188688,glutathione transferase,homomeric,"3f63_1,3f6d_1,3g7i_1,3g7j_1",4,2,50.72,50.83
Q9GPQ4_2,PDB-CPX-188694,Inosine/uridine-preferring nucleoside hydrolase domain-containing protein,homomeric,"1hoz_1,1hp0_1,1kic_1,1kie_1,1r4f_1,2ff1_1,2ff2_1,3b9g_1,3epw_1,3epx_1",10,2,76.07,76.6
Q9GSV7_2,PDB-CPX-188704,EF-hand domain-containing protein,homomeric,"3sia_1,3sib_1,4q04_1",3,2,51.83,58.23
Q9GTP0_2,PDB-CPX-188709,Thermal hysteresis protein,homomeric,"1l0s_7,1l0s_8,1l0s_9",3,2,18.87,18.87
"Q9GUI1_1,Q9GUI1_1",PDB-CPX-188714,N-acylethanolamine-hydrolyzing acid amidase subunit beta,heteromeric,"6dy3_1,6dy3_2,6dy3_3,6dy3_4",4,2,40.39,40.67
"Q9GZ28_4,Q9GZ28_4",PDB-CPX-188721,GFP-like non-fluorescent chromoprotein FP595 chain 1,heteromeric,"1xmz_1,2a50_1,2a52_1,2a53_1,2a54_1,2a56_1,3cfa_1,3cff_1,3cfh_1",9,8,109.09,110.0
Q9GZC8_2,PDB-CPX-188722,Systemic RNA interference defective protein 1,homomeric,"8hip_1,8xbs_1,9l8m_1,9l8n_1",4,2,183.9,187.05
Q9GZQ8_2,PDB-CPX-188730,Microtubule-associated protein 1 light chain 3 beta,homomeric,"4waa_1,5v4k_1,6j04_1,6j04_2",4,2,30.25,31.34
Q9GZT4_2,PDB-CPX-188733,Serine racemase,homomeric,"3l6b_1,3l6r_1,5x2l_1,6slh_1,6slh_2,6zsp_1,6zuj_1,6zuj_2,7nbc_1,7nbc_2,7nbd_1,7nbd_2,7nbf_1,7nbf_2,7nbg_1,7nbg_2,7nbh_1,7nbh_2",18,2,76.56,77.9
Q9GZU1_4,PDB-CPX-188737,Mucolipin-1,homomeric,"5tja_1,5tjb_1,5tjc_1,5wj5_1,5wj9_1,6e7p_1,6e7y_1,6e7z_1,7mgl_1,9eb9_1,9eba_1,9eks_1,9ekt_1,9eku_1,9ekv_1,9hj6_1,9hj8_1,9hl3_1,9hl4_1,9hl6_1,9hl8_1,9hla_1,9hlb_1,9hlc_1,9hld_1",25,4,265.29,295.94
Q9GZX9_2,PDB-CPX-188747,Twisted gastrulation protein homolog 1,homomeric,"8bwa_1,8bwa_2,8bwd_1,8bwd_2,8bwi_1",5,2,47.37,48.7
"Q9GZZ9_1,Q9Y3C8_1",PDB-CPX-188751,Ubiquitin-like modifier-activating enzyme 5 and Ubiquitin-fold modifier-conjugating enzyme 1,heteromeric,"7nw1_1,7nw1_2,7ovc_1",3,2,22.52,22.76
Q9GZZ9_2,PDB-CPX-188752,Ubiquitin-like modifier-activating enzyme 5,homomeric,"3guc_1,3h8v_1,6h78_1,6h78_2,6h78_3,6h78_4,6h78_5,6h78_6,6h78_7,6h78_8",10,2,68.13,68.34
Q9H0B6_2,PDB-CPX-188762,Kinesin light chain 2,homomeric,"3ceq_1,3edt_2,3edt_3",3,2,64.06,64.08
Q9H0F6_2,PDB-CPX-188766,Sharpin,homomeric,"4emo_1,4emo_2,8k6p_1,8k6p_2",4,2,18.37,26.75
Q9H0J9_2,PDB-CPX-188771,Protein mono-ADP-ribosyltransferase PARP12,homomeric,"2pqf_7,2pqf_8,2pqf_9,6v3w_1",4,2,46.34,46.38
"Q9H0R8_1,Q9Y4P1_1",PDB-CPX-188783,Cysteine protease ATG4B and Gamma-aminobutyric acid receptor-associated protein-like 1,heteromeric,"5lxh_1,5lxh_2,5lxh_3",3,2,16.22,16.32
Q9H147_2,PDB-CPX-188793,Deoxynucleotidyltransferase terminal-interacting protein 1,homomeric,"4d6k_1,4d6k_2,4d6k_3",3,2,20.89,20.89
Q9H165_4,PDB-CPX-188798,BCL11 transcription factor A,homomeric,"8dtn_1,9b4p_1,9b4p_2,9b4p_3",4,4,13.3,66.69
Q9H171_2,PDB-CPX-188800,Z-DNA-binding protein 1,homomeric,"3eyi_1,4ka4_1,4ka4_2,9j89_1,9j89_2",5,2,20.77,21.71
Q9H1D0_4,PDB-CPX-188805,Transient receptor potential cation channel subfamily V member 6,homomeric,"6bo8_1,6bo9_1,6boa_1,6d7s_1,6d7t_1,7k4a_1,7k4b_1,7k4c_1,7k4d_1,7k4e_1,7k4f_1,7s88_1,7s89_1,7s8b_1,7s8c_1,8foa_1,8fob_1,8sp8_1,9cuh_1,9cuj_1,9nq9_1",21,4,340.68,395.55
"Q9H1J1_3,Q9HAU5_4",PDB-CPX-188810,Regulator of nonsense transcripts 3A and Regulator of nonsense transcripts 2,heteromeric,"7qg6_2,7qg6_3,7qg6_4",3,7,214.25,214.25
"Q9H221_1,Q9H222_1",PDB-CPX-188817,ATP-binding cassette sub-family G member 8 and ATP-binding cassette sub-family G member 5,heteromeric,"5do7_1,5do7_2,7jr7_1,7r87_1,7r88_1,7r89_1,7r8a_1,7r8b_1,8cub_1,8cub_2",10,2,206.83,243.12
"Q9H251_1,Q9Y6N9_1",PDB-CPX-188821,Cadherin-23 and Harmonin,heteromeric,"2kbr_1,2kbs_1,2lsr_1",3,2,11.47,11.8
Q9H257_2,PDB-CPX-188824,Caspase recruitment domain-containing protein 9,homomeric,"6e27_1,6e28_1,6n2m_1,9avm_1,9avm_2,9avn_1,9avn_2,9avn_3,9avn_4",9,2,14.88,32.36
Q9H2G2_2,PDB-CPX-188832,STE20-like serine/threonine-protein kinase,homomeric,"2j51_1,2jfl_1,2jfm_1,2uv2_1,8bem_1,8bem_2",6,2,75.3,76.34
"Q9H2K2_1,Q9H2K2_1",PDB-CPX-188836,Poly [ADP-ribose] polymerase tankyrase-2,heteromeric,"4hki_1,4hki_2,4hkk_1,4hkk_2,4hkn_1,4hl5_1,4hlf_1,4hlf_2,4hlg_1,4hlg_2,4hlh_1,4hlh_2,4hlk_1,4hlk_2,4hlm_1,4hlm_2,4hmh_1,4kzl_1,4kzl_2,4kzq_1,4kzq_2,4kzu_1,4kzu_2,4l09_1,4l09_2,4l0b_1,4l0b_2,4l0i_1,4l0i_2,4l0s_1,4l0s_2,4l0t_1,4l0t_2,4l0v_1,4l0v_2,4l10_1,4l10_2,4l2f_1,4l2f_2,4l2g_1,4l2g_2,4l2k_1,4l2k_2,4l31_1,4l31_2,4l32_1,4l32_2,4l33_1,4l33_2,4l34_1,4l34_2,4ui3_1,4ui3_2,4ui4_1,4ui4_2,4ui5_1,4ui5_2,4ui6_1,4ui6_2,4ui7_1,4ui7_2,4ui8_1,4ui8_2,4uvp_1,4uvp_2,5adq_1,5adr_1,5ads_1,5adt_1,5bxo_1,5bxo_2,5c5p_1,5c5p_2,5c5q_1,5c5q_2,5c5r_1,5c5r_2,5fpf_1,5fpf_2,5nsp_1,5nsp_2,5nsx_1,5nsx_2,5nt0_1,5nt0_2,5nt4_1,5nt4_2,5nvc_1,5nvc_2,5nve_1,5nve_2,5nvf_1,5nvf_2,5nvh_1,5nvh_2,5nwb_1,5nwb_2,5nwc_1,5nwc_2,5nwd_1,5nwd_2,5nwg_1,5nwg_2,5nxe_1,5nxe_2,5zqo_1,5zqp_1,5zqq_1,5zqr_1,6a84_1,6kro_1,7ce4_1,7o6x_1,7o6x_2,7ojo_1,7ojo_2,7olj_1,7olj_2,7om1_1,7om1_2,7omc_1,7omc_2,7r3z_1,7r3z_2,7r5x_1,7r5x_2,8b6m_1,8b6m_2,8s4v_1,8s4w_1,8s4x_1,8s4x_2,8s60_1,8s60_2",134,2,27.89,28.36
Q9H2K2_2,PDB-CPX-188838,Poly [ADP-ribose] polymerase tankyrase-2,homomeric,"3twq_1,3tww_1,3twx_1,5ows_1,5owt_1,8w25_1,8w28_1,8w2t_1",8,2,55.9,162.41
Q9H2K2_20,PDB-CPX-188840,Poly [ADP-ribose] polymerase tankyrase-2,homomeric,"8aly_1,8w23_1,8w27_1,8w2u_1",4,20,1167.14,1623.72
Q9H3D4_4,PDB-CPX-188859,Tumor protein 63,homomeric,"3qym_1,3qym_2,3qym_3,3qyn_1,3us0_1,3us1_1,3us2_1,3us2_2,3zy0_1,3zy1_1,4a9z_1",11,4,103.17,104.6
Q9H3H3_2,PDB-CPX-188863,UPF0696 protein C11orf68,homomeric,"1ztp_4,1ztp_5,2q4k_4,2q4k_5",4,2,55.24,55.24
Q9H3H5_2,PDB-CPX-188865,UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase,homomeric,"5o5e_1,6bw5_1,6bw5_2,6bw6_1,6bw6_2,6fm9_1,6fwz_1",7,2,97.45,98.47
Q9H477_2,PDB-CPX-188889,Ribokinase,homomeric,"2fv7_1,2fv7_2,5byc_1,5byd_1,5bye_1,5byf_1,5c3y_1,5c3y_2,5c3y_3,5c3y_4,5c3y_5,5c3y_6,5c3z_1,5c40_1,5c41_1,5c41_2,6wjz_1,6wk0_1,6wk0_2,9cva_1,9cvb_1,9cwu_1",22,2,71.46,72.24
Q9H479_2,PDB-CPX-188891,Fructosamine-3-kinase,homomeric,"9cx8_1,9cxm_1,9cxn_1,9cxo_1,9cxv_1,9cxw_1",6,2,68.3,68.47
Q9H4W6_2,PDB-CPX-188910,Transcription factor COE3,homomeric,"3muj_1,3n50_1,3n50_2,3n50_3",4,2,35.1,35.1
Q9H4Y5_2,PDB-CPX-188912,Glutathione S-transferase omega-2,homomeric,"3q18_1,3q19_1,3qag_1",3,2,56.26,56.74
Q9H6P5_2,PDB-CPX-188932,Threonine aspartase 1,homomeric,"2a8i_1,2a8j_1,2a8l_1,2a8m_1,6ugk_1,9d02_1,9d03_1,9d04_1,9e6u_1",9,2,84.66,89.72
Q9H6W3_4,PDB-CPX-188942,Ribosomal oxygenase 1,homomeric,"4ccj_1,4cck_1,4diq_2,4e4h_1,4y33_1",5,4,213.22,223.86
"Q9H7B4_1,Q9Y2U5_1",PDB-CPX-188953,Histone-lysine N-methyltransferase SMYD3 and Mitogen-activated protein kinase kinase kinase 2,heteromeric,"5ex0_1,5hq8_1,5hq8_2",3,2,52.11,52.2
Q9H7X0_2,PDB-CPX-188960,N-alpha-acetyltransferase 60,homomeric,"5hh0_1,5hh1_1,5icw_1,5icw_2,5icw_3",5,2,43.18,47.51
Q9H813_3,PDB-CPX-188962,Proton-activated chloride channel,homomeric,"7jna_1,7jnc_1,7sqf_1,7sqg_1,7sqh_1,8eq4_1,8fbl_1,8zlb_1,8zll_1,9lhm_1,9li2_1",11,3,123.54,135.22
Q9H8M2_2,PDB-CPX-188971,Bromodomain-containing protein 9,homomeric,"3hme_1,5e9v_1,5igm_1,5ign_1,6v0s_1,6v1b_3,9kla_1,9km1_1,9lkr_1",9,2,29.57,36.54
"Q9H8M5_1,Q9NXU5_1",PDB-CPX-188973,ADP-ribosylation factor-like protein 15 and Metal transporter CNNM2,heteromeric,"8f6d_1,8f6d_2,8f6d_3,8f6d_4",4,2,37.32,37.32
Q9H8M5_2,PDB-CPX-188974,Metal transporter CNNM2,homomeric,"4iy0_1,4iy2_1,4iy4_1,4iys_1,6dj3_1,6n7e_1,6n7e_2",7,2,37.09,82.75
Q9H999_2,PDB-CPX-188990,Pantothenate kinase 3 complex,homomeric,"2i7p_1,2i7p_2,3mk6_1,3mk6_2,3sms_1,5kpr_1,5kpt_1,5kpz_1,5kq8_1,5kqd_1,6b3v_1,6pe6_1,6x4j_1,6x4k_1,6x4l_1,7ue3_1,7ue4_1,7ue5_1,7ue6_1,7ue7_1,7ue8_1,7ueo_1,7uep_1,7ueq_1,7uer_1,7ues_1,7uet_1,7ueu_1,7uev_1,7uex_1,7uey_1,9clq_1,9d2o_1,9d2p_1,9ecg_1,9ech_1",36,2,86.31,88.01
Q9H9B1_2,PDB-CPX-188994,Histone-lysine N-methyltransferase EHMT1,homomeric,"2igq_1,2rfi_3,3fpd_1,3hna_3,3mo0_3,3mo2_5,3mo2_6,3mo5_5,3mo5_6,5tuz_1,5v9j_1,5vsd_1,5vsf_1,6mbo_1,6mbp_1,7t7m_1,7t7m_2,8xpt_1,8xpt_2",19,2,67.31,69.84
Q9H9Q4_2,PDB-CPX-188999,Non-homologous end-joining factor 1,homomeric,"2qm4_1,2qm4_2,2r9a_1,3sr2_3,3sr2_5,3w03_1",6,2,53.36,54.16
Q9H9S5_4,PDB-CPX-189002,Ribitol 5-phosphate transferase FKRP,homomeric,"6kaj_1,6kak_1,6kal_1,6kam_1,6kan_1,6l7s_1,6l7t_1,6l7u_1",8,4,202.53,205.54
Q9HA72_11,PDB-CPX-189005,Calcium homeostasis modulator protein 2,homomeric,"6lmu_1,6uiv_1,6uiw_1,6vak_1,8rmk_1",5,11,412.16,599.78
Q9HAB8_2,PDB-CPX-189008,Phosphopantothenoylcysteine synthetase complex,homomeric,"1p9o_1,7edz_1,7edz_2,7edz_3",4,2,70.37,70.55
Q9HAC7_2,PDB-CPX-189009,Succinyl-CoA:glutarate CoA-transferase,homomeric,"9br6_1,9br7_1,9br7_2",3,2,90.3,90.85
Q9HAN9_6,PDB-CPX-189012,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1,homomeric,"1gzu_1,1kku_1,1kqn_1,1kqo_1,1kr2_1",5,6,196.01,202.68
"Q9HAR2_1,Q9NZU0_1",PDB-CPX-189018,Adhesion G protein-coupled receptor L3 and Leucine-rich repeat transmembrane protein FLRT3,heteromeric,"5cmn_1,5cmn_2,5cmn_3,5cmn_4",4,2,68.23,68.23
Q9HB14_2,PDB-CPX-189029,Potassium channel subfamily K member 13,homomeric,"9bsn_1,9bws_1,9byi_1,9c07_1,9c09_1,9dwn_1,9ft7_1,9jgz_1,9jh1_1",9,2,81.48,99.85
Q9HBA0_4,PDB-CPX-189040,Transient receptor potential cation channel subfamily V member 4,homomeric,"8fc8_1,8fca_1,8ju5_1,8ju6_1,8jvi_1,8t1b_1,8t1d_1,8t1e_1,8t1f_1",9,4,515.8,552.97
"Q9HBE4_1,Q9HBE5_1",PDB-CPX-189046,Interleukin-21 receptor and Interleukin-21,heteromeric,"3tgx_1,3tgx_2,3tgx_3,3tgx_4,3tgx_5,3tgx_6,3tgx_7,3tgx_8,8ent_4",9,2,42.92,45.0
Q9HBH1_2,PDB-CPX-189049,"Peptide deformylase, mitochondrial",homomeric,"3g5k_2,3g5k_3,3g5p_2,3g5p_3",4,2,42.04,42.23
Q9HC16_2,PDB-CPX-189061,DNA dC->dU-editing enzyme APOBEC-3G,homomeric,"3v4j_3,3v4k_1,3v4k_2",3,2,47.69,48.81
Q9HD23_5,PDB-CPX-189102,"Magnesium transporter MRS2 homolog, mitochondrial",homomeric,"8ip3_1,8ip4_1,8ip5_1,8ip6_1,8tul_1,8tup_1",6,5,257.76,257.99
Q9HFE4_2,PDB-CPX-189117,Thiol-specific monooxygenase,homomeric,"1vqw_1,2gv8_1,2gvc_1,2gvc_2",4,2,103.04,104.87
Q9HGR1_2,PDB-CPX-189121,Putative SAM-dependent O-methyltranferase,homomeric,"4qvk_1,4ymg_1,4ymh_1,4ymh_2",4,2,54.89,55.21
Q9HGT6_2,PDB-CPX-189122,"Serine--tRNA ligase, cytoplasmic",homomeric,"3qne_1,3qo5_1,3qo7_1,3qo8_1",4,2,111.94,113.23
Q9HI36_6,PDB-CPX-189127,Major exported protein,homomeric,"3he1_1,3he1_2,3he1_3",3,6,132.41,132.41
Q9HIA5_3,PDB-CPX-189130,dihydrolipoyllysine-residue (2-methylpropanoyl)transferase,homomeric,"3rqc_1,3rqc_2,3rqc_3,4ofs_1,4ofs_2",5,3,76.47,76.47
Q9HJ28_6,PDB-CPX-189153,Putative nicotinate phosphoribosyltransferase,homomeric,"1ytd_1,1yte_1,1ytk_1,2i1o_1",4,6,264.82,269.35
Q9HJW5_2,PDB-CPX-189173,GAF domain-containing protein,homomeric,"4mmn_1,4mmn_2,4mmn_3,4mmn_4,4mn7_1",5,2,34.06,34.2
Q9HK01_4,PDB-CPX-189177,D-glyceraldehyde dehydrogenase (NADP(+)),homomeric,"5izd_1,5izd_2,5j77_1,5j77_2",4,4,226.97,229.24
Q9HK51_4,PDB-CPX-189180,Glucose 1-dehydrogenase related protein,homomeric,"2dtd_1,2dte_1,2dtx_1,2zk7_1",4,4,117.24,118.87
Q9HKI3_10,PDB-CPX-189183,Probable transaldolase,homomeric,"3s0c_1,3s1u_1,3s1v_1,3s1w_1,3s1x_1,4xz9_1,6yr3_1,6yre_1,6yrh_1,6yrm_1,6yrt_1,6ys0_1",12,10,248.15,249.81
Q9HL57_2,PDB-CPX-189198,Spermidine N(1)-acetyltransferase,homomeric,"3f0a_1,3fix_5,3fix_6,3k9u_1",4,2,41.93,43.58
Q9HLB6_2,PDB-CPX-189202,Triosephosphate isomerase,homomeric,"5csr_1,5csr_2,5css_1,5css_2",4,2,50.76,50.84
Q9HLQ2_2,PDB-CPX-189208,Phosphoglycolate phosphatase,homomeric,"1kyt_1,1kyt_2,1l6r_1,1l6r_2",4,2,51.91,52.33
Q9HLX1_2,PDB-CPX-189211,Isopentenyl phosphate kinase,homomeric,"3lkk_1,3ll5_1,3ll5_2",3,2,57.6,57.6
Q9HMP7_12,PDB-CPX-189215,DNA protection during starvation protein,homomeric,"1moj_1,1tjo_1,1tk6_1,1tko_1,1tkp_1",5,12,243.69,248.76
Q9HPW4_12,PDB-CPX-189216,Dodecin,homomeric,"1mog_1,2cie_1,2cif_1,2cjc_1,2vkf_1,2vkg_1",6,12,95.36,101.39
Q9HSF4_2,PDB-CPX-189220,Transcription regulator PadR N-terminal domain-containing protein,homomeric,"6ez1_1,6f5c_1,6faq_1,6fdh_1",4,2,30.56,31.88
Q9HT86_2,PDB-CPX-189228,N-acetylmuramoyl-L-alanine amidase,homomeric,"4bj4_1,4bol_1,4bpa_1",3,2,58.98,58.99
Q9HT87_2,PDB-CPX-189230,histidine kinase,homomeric,"3l34_1,3l34_2,3l34_3,3l34_4,3n24_1,3n24_2,3n24_3,3n24_4,4lle_1,4lle_2",10,2,29.15,29.34
Q9HTJ1_4,PDB-CPX-189238,NAD/NADP-dependent betaine aldehyde dehydrogenase,homomeric,"2wox_1,2xdr_1,3zqa_1,4caz_1,4cbb_1,4cbb_2,6bpg_1,6bpg_2",8,4,217.45,225.48
Q9HTL4_2,PDB-CPX-189242,HTH lysR-type domain-containing protein,homomeric,"4xws_1,4xws_2,4y0m_1,4y0m_2,4y0m_3,4y0m_4,4y0m_5,4y0m_6",8,2,50.67,50.67
Q9HTR2_2,PDB-CPX-189249,Phosphorylcholine phosphatase,homomeric,"4as2_1,4as2_2,4as3_1,4as3_2",4,2,75.7,76.23
Q9HTZ1_2,PDB-CPX-189255,Murein tetrapeptide carboxypeptidase,homomeric,"1zrs_1,2aum_1,2aun_1",3,2,69.28,69.31
Q9HU04_4,PDB-CPX-189256,Thioesterase,homomeric,"2av9_1,2av9_2,2av9_3,2o5u_1,2o5u_2,2o6b_1,2o6t_1,2o6t_2,2o6t_3,2o6u_1",10,4,66.73,66.92
Q9HU21_2,PDB-CPX-189260,"dTDP-4-dehydrorhamnose 3,5-epimerase",homomeric,"1rtv_1,2ixh_1,2ixh_2,2ixi_1,2ixj_1,2ixk_1",6,2,43.24,43.33
Q9HU22_2,PDB-CPX-189261,Glucose-1-phosphate thymidylyltransferase,homomeric,"4asj_1,4asj_2,4asj_3,4asj_4",4,2,65.95,66.05
Q9HU22_4,PDB-CPX-189262,Glucose-1-phosphate thymidylyltransferase,homomeric,"1fxo_1,1fxo_2,1fzw_1,1fzw_2,1g0r_1,1g0r_2,1g1l_1,1g1l_2,1g23_1,1g23_2,1g2v_1,1g2v_2,1g3l_1,3zlk_1,3zlk_2,3zll_1,4arw_1,4arw_2,4asy_1,4b2w_1,4b2w_2,4b2x_1,4b2x_2,4b3u_1,4b3u_2,4b42_1,4b42_2,4b4b_1,4b4b_2,4b4g_1,4b4g_2,4b4m_1,4b4m_2,4b5b_1,4b5b_2,5fts_1,5fts_2,5ftv_1,5ftv_2,5fu0_1,5fu0_2,5fu8_1,5fu8_2,5fuh_1,5fuh_2,5fye_1,5fye_2,6t37_1,6t37_2,6t38_1,6tqg_1",51,4,136.79,138.06
Q9HU57_2,PDB-CPX-189266,tRNA (cytidine(34)-2'-O)-methyltransferase,homomeric,"6qh8_1,6qh8_2,6qkv_1",3,2,37.29,37.35
Q9HU77_2,PDB-CPX-189269,Formimidoylglutamate deiminase,homomeric,"3mdu_2,3mdw_5,3mdw_6,4rdv_1,4rdv_2,4rdw_1,4rzb_1",7,2,99.64,100.97
Q9HUH3_2,PDB-CPX-189279,NADP-dependent oxidoreductase domain-containing protein,homomeric,"4exa_1,4exa_2,4exa_3,4exb_1,4exb_2,4exb_3",6,2,64.04,65.02
Q9HUK6_2,PDB-CPX-189285,FimX,homomeric,"4afy_1,4ag0_1,4j40_1",3,2,62.05,95.5
Q9HUM0_6,PDB-CPX-189288,RNA-binding protein Hfq,homomeric,"1u1s_1,1u1t_1,3inz_1,3m4g_1,3m4g_2,3qui_1,4j5y_1,4j6w_1,4j6x_1,4j6y_1,4mmk_1,4mmk_2,4mml_1",13,6,55.64,60.01
Q9HUR4_2,PDB-CPX-189294,Aldehyde dehydrogenase domain-containing protein,homomeric,"9j0s_1,9j0s_2,9j0w_1,9j0w_2",4,2,106.99,106.99
Q9HUU7_2,PDB-CPX-189306,L-methionine sulfoximine/L-methionine sulfone acetyltransferase,homomeric,"1yvo_1,2j8m_1,2j8n_1,2j8r_1",4,2,38.07,38.48
Q9HUV7_2,PDB-CPX-189308,histidine kinase,homomeric,"6dk7_1,6dk7_2,6dk7_3,6dk7_4,6dk8_1,6dk8_2,6dk8_3,6dk8_4",8,2,50.95,51.71
Q9HUW0_2,PDB-CPX-189310,Putative Fis-like DNA-binding protein,homomeric,"6m10_1,6m10_2,6m10_3",3,2,23.18,23.18
Q9HUX5_2,PDB-CPX-189311,Pseudopaline synthase,homomeric,"6c4n_1,6pbm_1,6pbn_1,6pbp_1,6pbt_1",5,2,101.24,101.95
Q9HV14_2,PDB-CPX-189315,N-acetyltransferase domain-containing protein,homomeric,"3pgp_2,4klw_2,4kor_2,4kos_2,4kou_2,4kov_2,4kow_2,4kox_2,4koy_2,4kub_2,4oad_2,4oae_2",12,2,39.05,39.33
Q9HVB9_2,PDB-CPX-189329,Carbonic anhydrase,homomeric,"4rxy_3,4rxy_4,5jj8_1,5jj8_2",4,2,48.76,48.85
Q9HVB9_4,PDB-CPX-189330,Carbonic anhydrase,homomeric,"4rxy_2,6d2j_2,6d2m_2,6d2n_2,6d2o_2",5,4,95.55,97.7
Q9HVI8_2,PDB-CPX-189342,cyclic-guanylate-specific phosphodiesterase,homomeric,"4rnh_1,4rni_1,4rnj_1",3,2,63.49,102.41
Q9HVP3_2,PDB-CPX-189349,N-acetyltransferase domain-containing protein,homomeric,"5ib0_1,5ib0_2,5ib0_3,5ib0_4",4,2,32.61,33.29
"Q9HVW1_2,Q9HVW2_2,Q9HVW3_6,Q9HVW5_2",PDB-CPX-189361,nan,heteromeric,"7ch8_1,7ch9_1,7cha_1",3,12,243.42,243.62
Q9HVW9_2,PDB-CPX-189364,Histidinol dehydrogenase,homomeric,"8xsq_1,9ivy_1,9lbv_1",3,2,94.5,95.63
Q9HVX1_3,PDB-CPX-189365,PDZ domain-containing protein,homomeric,"7co2_1,7co3_1,7co7_1",3,3,124.47,124.93
Q9HW02_2,PDB-CPX-189372,UDP-N-acetylmuramate--L-alanine ligase,homomeric,"8dof_1,8egn_1,8ewa_1,9d9k_1,9d9m_1,9s8i_1",6,2,70.76,108.56
Q9HW02_4,PDB-CPX-189373,UDP-N-acetylmuramate--L-alanine ligase,homomeric,"5vvw_1,5vvw_2,8egm_1,8egm_2",4,4,137.05,138.33
Q9HW72_4,PDB-CPX-189384,Pyruvate kinase,homomeric,"6qxl_1,6qxl_2,6qxl_3",3,4,211.01,211.11
Q9HWF9_24,PDB-CPX-189393,Bacterial ferritin,homomeric,"3r2h_1,3r2k_1,3r2l_1,3r2m_1,3r2o_1,3r2r_1,3r2s_1,9bxp_1",8,24,438.5,463.51
Q9HWI0_2,PDB-CPX-189399,D-alanine--D-alanine ligase A,homomeric,"8evv_1,8evv_2,8evw_1,8evx_1",4,2,74.02,74.77
Q9HWR3_2,PDB-CPX-189409,Bacteriophytochrome,homomeric,"3c2w_1,3c2w_2,3c2w_3,3c2w_4,3g6o_1,3ibr_1,3nhq_1,3nhq_2,3nhq_3,3nhq_4,9eut_1,9euy_1,9rcc_1",13,2,114.85,165.36
Q9HWU9_2,PDB-CPX-189416,Probable dehydrogenase,homomeric,"5wqm_1,5wqm_2,5wqn_1,5wqn_2,5wqo_1,5wqp_1",6,2,48.74,50.52
Q9HWX7_2,PDB-CPX-189420,Thiamine-monophosphate kinase,homomeric,"8yks_1,8yks_2,8yku_1",3,2,72.79,74.84
Q9HWY4_2,PDB-CPX-189421,Geranyltranstransferase,homomeric,"3zcd_1,3zl6_1,3zmb_1,3zmc_1,3zou_1,4umj_1",6,2,64.04,65.03
Q9HX08_12,PDB-CPX-189424,Flavin prenyltransferase UbiX,homomeric,"3zqu_1,4zaf_1,4zag_1,4zal_1,4zan_1,4zav_1,4zaw_1,4zax_1,4zay_1,4zaz_1",10,12,278.24,279.56
"Q9HX32_1,Q9I5U2_1",PDB-CPX-189431,LPS-assembly protein LptD and LPS-assembly lipoprotein LptE,heteromeric,"5iva_1,8h1s_1,8h1s_2",3,2,127.3,127.3
Q9HXI4_2,PDB-CPX-189445,Nus factor SuhB,homomeric,"8wdq_1,8wip_1,9j90_1,9jfc_1,9jfc_2",5,2,60.05,60.62
Q9HXM1_4,PDB-CPX-189451,Histone deacetylase-like amidohydrolase,homomeric,"5g0x_1,5g0y_1,5g10_1,5g11_1,5g12_1,5g13_1",6,4,165.15,167.13
Q9HXM5_4,PDB-CPX-189452,Inosine-5'-monophosphate dehydrogenase,homomeric,"3zfh_1,4avf_1,5ahn_1",3,4,208.72,216.93
Q9HXM5_8,PDB-CPX-189453,Inosine-5'-monophosphate dehydrogenase,homomeric,"4dqw_1,5ahl_1,5ahm_1,6gjv_1,6gk9_1",5,8,431.65,441.4
